patch_name,gt_sci_res2_norm,pred_sci,is_true_hard,pred_above_tau,oracle_above_tau,baseline_dice,frozen_dice,delta_dice_frozen_vs_baseline,baseline_recall,frozen_recall,delta_recall_frozen_vs_baseline,sample_id,fov_ratio,vessel_area,skeleton_len,junction_count,endpoint_count,component_count,endpoint_eff,topo_density,sci_topo_norm,group
21_y192_x192.png,0.4059780240058899,0.4620834290981293,False,False,False,0.8175119210337584,0.8144067804474289,-0.003105140586329491,0.8813084029784262,0.8981308327277493,0.01682242974932313,21,1.0,1070.0,455.0,4.0,22.0,10.0,2.0,0.0399999991208791,0.4732140898704529,neither
21_y192_x256.png,0.34366703033447266,0.4839898943901062,False,False,False,0.788381743992995,0.7835777138793096,-0.004804030113685354,0.8407079539733509,0.8445006214348847,0.0037926674615338385,21,1.0,791.0,364.0,4.0,17.0,7.0,3.0,0.0385989000384917,0.532529890537262,neither
21_y192_x320.png,0.5593909621238708,0.4964892864227295,False,False,False,0.6776859523159035,0.6870669764026156,0.009381024086712153,0.8005578688904064,0.829846571410787,0.029288702520380627,21,1.0,717.0,424.0,5.0,16.0,6.0,4.0,0.0327830180947401,0.7387596964836121,neither
21_y192_x384.png,0.7820011973381042,0.5024278163909912,True,False,True,0.5873605973521648,0.6292654735149481,0.04190487616278327,0.6396761047277179,0.7341430400250603,0.0944669352973424,21,1.0,741.0,518.0,5.0,20.0,8.0,4.0,0.032625481995647,0.9032790660858154,oracle_only
21_y192_x437.png,0.8816248774528503,0.628243625164032,True,True,True,0.6048324270862633,0.6304188124142629,0.025586385327999617,0.5969230677396451,0.659999989846154,0.06307692210650895,21,0.803406,650.0,448.0,7.0,12.0,5.0,2.0,0.0305803564602599,0.8836119174957275,both
21_y256_x0.png,0.5043317675590515,0.6488021612167358,False,True,False,0.8515198755816058,0.855233853275364,0.0037139776937582525,0.819272587854246,0.8638920102591225,0.044619422404876596,21,0.898499,2667.0,619.0,13.0,12.0,2.0,8.0,0.0279483032641631,0.0896543785929679,pred_only
21_y256_x64.png,0.37852293252944946,0.43035420775413513,False,False,False,0.8556869142770344,0.8673891628228785,0.011702248545844118,0.8342607280037331,0.8748012683831428,0.040540540379409684,21,1.0,2516.0,665.0,8.0,10.0,3.0,4.0,0.0186466162609531,0.1437456458806991,neither
21_y256_x128.png,0.4330912232398987,0.41694220900535583,False,False,False,0.8116071436981823,0.7966025936674,-0.015004550030782271,0.846368707203271,0.8296089308230081,-0.016759776380262825,21,1.0,1074.0,479.0,3.0,19.0,8.0,3.0,0.0303757822468521,0.4933516979217529,neither
21_y256_x192.png,0.6142100691795349,0.48241090774536133,True,False,True,0.7495338735268249,0.7281733762961401,-0.021360497230684783,0.7810880727838333,0.7616580212220464,-0.0194300515617869,21,1.0,772.0,453.0,3.0,25.0,12.0,1.0,0.0438189835801548,0.755608856678009,oracle_only
21_y256_x256.png,0.5735886693000793,0.505601704120636,False,False,False,0.7348668296920894,0.7256843347368414,-0.009182494955248033,0.779204097827932,0.7997432503242202,0.020539152496288238,21,1.0,779.0,447.0,4.0,22.0,8.0,6.0,0.0371364644935914,0.7201806306838989,neither
21_y256_x320.png,0.6356154680252075,0.5091558694839478,True,False,True,0.7022758954840878,0.7032868090802034,0.0010109135961156035,0.831683159167402,0.859185909139869,0.027502749972467044,21,1.0,909.0,520.0,7.0,21.0,7.0,7.0,0.0354807685484467,0.7138070464134216,oracle_only
21_y256_x384.png,0.859097957611084,0.5288603901863098,True,False,True,0.6390471277107865,0.656985479934975,0.017938352224188492,0.7319098371066449,0.7781731817535803,0.04626334464693538,21,1.0,843.0,594.0,6.0,24.0,10.0,4.0,0.035185184592842,0.9179728627204896,oracle_only
21_y256_x437.png,1.0,0.6566623449325562,True,True,True,0.580592108712236,0.6049766749224209,0.02438456621018492,0.6303571316007656,0.6946428447385207,0.06428571313775511,21,0.826477,560.0,463.0,5.0,25.0,11.0,3.0,0.0454643618690202,1.0,both
21_y320_x64.png,0.31051942706108093,0.39909327030181885,False,False,False,0.8809924308641874,0.8772717993112685,-0.003720631552918907,0.8773031789057655,0.899497483670446,0.02219430476468054,21,1.0,2388.0,575.0,11.0,12.0,4.0,4.0,0.0293913038366729,0.1086666733026504,neither
21_y320_x128.png,0.3334413766860962,0.39284858107566833,False,False,False,0.883731410807275,0.8715308865901279,-0.012200524217147124,0.9078703661672667,0.9013888847157921,-0.006481481451474536,21,1.0,2160.0,584.0,10.0,11.0,3.0,5.0,0.0252568488825882,0.1629481762647628,neither
21_y320_x192.png,0.4316904842853546,0.4269465208053589,False,False,False,0.8555691558887113,0.8441438676786233,-0.011425288210088036,0.8973042304409228,0.8812580174502053,-0.016046212990717512,21,1.0,1558.0,586.0,7.0,14.0,4.0,6.0,0.0232081907302356,0.3583750128746032,neither
21_y320_x256.png,0.5058727264404297,0.4484745264053345,False,False,False,0.8484848489349827,0.8377581125729849,-0.010726736361997724,0.8936170156844992,0.8886107578935497,-0.005006257790949542,21,1.0,1598.0,650.0,7.0,15.0,3.0,9.0,0.0202307689195266,0.4080216288566589,neither
21_y320_x320.png,0.5766934156417847,0.4707324504852295,False,False,False,0.8074494955572933,0.8124040533853115,0.004954557828018236,0.8694765406561759,0.8993881651979051,0.029911624541729243,21,1.0,1471.0,650.0,9.0,25.0,8.0,9.0,0.0348461533100591,0.4939310550689697,neither
21_y320_x384.png,0.7871647477149963,0.521058201789856,True,False,True,0.6868792488924242,0.7129400113389192,0.02606076244649491,0.7448979507381185,0.8151927345216243,0.07029478378350584,21,0.99469,882.0,578.0,9.0,19.0,5.0,9.0,0.0314013835397684,0.8347250819206238,oracle_only
21_y384_x64.png,0.40188461542129517,0.4864610433578491,False,False,False,0.8316229576905247,0.805012901566484,-0.02661005612404077,0.8467492194524054,0.8452012318482877,-0.0015479876041177842,21,0.92749,1292.0,429.0,11.0,12.0,2.0,8.0,0.0356643348329991,0.294744461774826,neither
21_y384_x128.png,0.3591182231903076,0.4021073877811432,False,False,False,0.8848892407340007,0.8727984346911968,-0.012090806042803881,0.9056680125276598,0.9028340044419675,-0.002834008085692341,21,1.0,2470.0,624.0,16.0,13.0,1.0,11.0,0.0318108969261074,0.1350149661302566,neither
21_y384_x192.png,0.3693583607673645,0.40026330947875977,False,False,False,0.8942060512275933,0.8996282529844879,0.005422201756894562,0.9131663937271146,0.9285137280754695,0.01534733434835489,21,1.0,2476.0,644.0,12.0,11.0,2.0,7.0,0.0247670803607596,0.1422541439533233,neither
21_y384_x256.png,0.4283750653266907,0.41515427827835083,False,False,False,0.8699728599309824,0.877397426857496,0.007424566926513609,0.8740703972529975,0.8958849732479675,0.021814575994969942,21,1.0,2017.0,650.0,9.0,17.0,4.0,9.0,0.0256153842213017,0.2628138065338135,neither
21_y384_x320.png,0.4398208260536194,0.444785475730896,False,False,False,0.8660274686031939,0.8725415073498302,0.006514038746636253,0.8694068633225449,0.8886576436594296,0.019250780336884654,21,0.998901,1922.0,632.0,12.0,21.0,5.0,11.0,0.0345727842630888,0.2871514558792114,neither
21_y384_x384.png,0.5617516040802002,0.5555672645568848,False,False,False,0.8348781330762852,0.8478920747119998,0.013013941635714565,0.8328767066241322,0.8609588982126103,0.028082191588478134,21,0.848389,1459.0,523.0,11.0,11.0,1.0,9.0,0.0270554488134713,0.332006961107254,neither
21_y448_x192.png,0.5178101658821106,0.42017629742622375,False,False,False,0.8778383290693954,0.880124086239477,0.002285757170081615,0.8444735655549428,0.8676277812685549,0.023154215713612092,21,0.901001,2289.0,612.0,12.0,12.0,1.0,10.0,0.0253267969717843,0.1571475118398666,neither
21_y448_x256.png,0.5348518490791321,0.4299483299255371,False,False,False,0.8720253837334072,0.8764616169891672,0.004436233255760036,0.816740956826444,0.8538880591684593,0.03714710234201535,21,0.881836,2019.0,585.0,8.0,17.0,5.0,7.0,0.0281196576389802,0.2039734870195388,neither
21_y456_x192.png,0.5069828629493713,0.4414799213409424,False,False,False,0.867305061922558,0.8715498941837848,0.00424483226122685,0.8276762358868082,0.8574412487862076,0.02976501289939948,21,0.838501,1915.0,548.0,8.0,12.0,2.0,8.0,0.0224452550648676,0.190274640917778,neither
21_y456_x256.png,0.5036824345588684,0.4479566812515259,False,False,False,0.8577749688439477,0.8643914229405273,0.006616454096579627,0.8010625690610238,0.8447461579412859,0.043683588880262136,21,0.819336,1694.0,520.0,8.0,13.0,3.0,7.0,0.0258653841179733,0.234225258231163,neither
22_y64_x64.png,0.4515056908130646,0.4979323744773865,False,False,False,0.8155706734105417,0.8129469333347876,-0.002623740075754055,0.76851851304474,0.7692307637519177,0.0007122507071777306,22,0.817383,1404.0,449.0,7.0,13.0,3.0,7.0,0.0277282844603945,0.2609582245349884,neither
22_y64_x128.png,0.5847282409667969,0.46779006719589233,True,False,False,0.7902439029506247,0.7806691455249836,-0.009574757425641178,0.7410795940481262,0.7204940497690115,-0.02058554427911463,22,0.98822,2186.0,782.0,18.0,17.0,2.0,13.0,0.030754475310045,0.3360079526901245,neither
22_y64_x192.png,0.5611215233802795,0.48083728551864624,False,False,False,0.799648120079947,0.8029490621024374,0.0033009420224904273,0.7568692724526674,0.7481265580844023,-0.008742714368265125,22,1.0,2402.0,817.0,19.0,18.0,3.0,12.0,0.0320685430591365,0.3050987720489502,neither
22_y64_x256.png,0.44736844301223755,0.5093605518341064,False,False,False,0.8263069143627595,0.8322717625641789,0.005964848201419404,0.7833732982279245,0.7833732982279245,0.0,22,1.0,2502.0,721.0,15.0,16.0,1.0,14.0,0.0276005544022114,0.2002963274717331,neither
22_y64_x320.png,0.49533310532569885,0.50965416431427,False,False,False,0.814015074732094,0.8328646045944865,0.018849529862392522,0.736454107126966,0.7640987808179182,0.027644673690952137,22,0.976257,2713.0,729.0,19.0,14.0,1.0,12.0,0.0318244165730532,0.1670817881822586,neither
22_y128_x64.png,0.54018235206604,0.42466622591018677,False,False,False,0.8146911523618147,0.8095009601499498,-0.005190192211864897,0.787459655198434,0.7777777741918959,-0.009681881006538107,22,0.995056,2169.0,753.0,15.0,20.0,3.0,14.0,0.0304116861831117,0.3159254193305969,neither
22_y128_x128.png,0.5663115978240967,0.25388509035110474,False,False,False,0.8267640841631146,0.8227679424656997,-0.003996141697414912,0.8128544392708716,0.8170132294252808,0.00415879015440912,22,1.0,2645.0,860.0,19.0,20.0,2.0,16.0,0.0303488368564088,0.2745193541049957,neither
22_y128_x192.png,0.5750489830970764,0.26228761672973633,False,False,False,0.824195906754028,0.8277616282199098,0.003565721465881855,0.8155515341209709,0.8238697981053533,0.008318263984382401,22,1.0,2765.0,883.0,21.0,20.0,2.0,16.0,0.0318233291979237,0.2654687762260437,neither
22_y128_x256.png,0.5609104037284851,0.3339754045009613,False,False,False,0.8094415662839348,0.81805903951754,0.008617473233605177,0.7808219149173568,0.7848944806186802,0.004072565701323416,22,1.0,2701.0,858.0,19.0,22.0,3.0,16.0,0.0321678317929157,0.2626981437206268,neither
22_y128_x320.png,0.5235212445259094,0.44963374733924866,False,False,False,0.8129055518873368,0.8179524156129192,0.0050468637255823845,0.7403151650022483,0.7449113567140139,0.004596191711765618,22,1.0,3046.0,847.0,21.0,21.0,4.0,13.0,0.0354781577865624,0.1898026168346405,neither
22_y128_x384.png,0.5235865712165833,0.5287398099899292,False,False,False,0.8496240603765052,0.8509316772390836,0.001307616862578409,0.7771664352760208,0.7914717997483581,0.014305364472337323,22,0.981506,3630.0,848.0,16.0,21.0,3.0,15.0,0.0285966977759823,0.0933598801493644,neither
22_y192_x0.png,0.8072956204414368,0.6098061800003052,True,True,True,0.6944140213887513,0.6905428109091057,-0.0038712104796455593,0.6084452916655922,0.5921305125515306,-0.01631477911406165,22,0.850525,1042.0,554.0,12.0,17.0,4.0,9.0,0.035469313439182,0.6479111313819885,both
22_y192_x64.png,0.7491727471351624,0.4101030230522156,True,False,True,0.7392950779513688,0.729698376654007,-0.009596701297361787,0.7202043091929381,0.7139614034394927,-0.006242905753445438,22,1.0,1762.0,843.0,17.0,30.0,9.0,12.0,0.0393831549302116,0.5656111240386963,oracle_only
22_y192_x128.png,0.6265934109687805,0.19738629460334778,True,False,True,0.7528089894253371,0.7504582357935108,-0.0023507536318263522,0.7743533254025684,0.7886626263694957,0.014309300966927285,22,1.0,1817.0,778.0,12.0,22.0,4.0,14.0,0.0275064263816654,0.4574360251426697,oracle_only
22_y192_x192.png,0.5426118969917297,0.2398536205291748,False,False,False,0.758104738908651,0.7561643843039136,-0.0019403546047374043,0.7334137470843561,0.7490952910187256,0.01568154393436949,22,1.0,1658.0,668.0,10.0,23.0,8.0,7.0,0.034356286910834,0.4238620102405548,neither
22_y192_x256.png,0.6109257936477661,0.2725965082645416,True,False,True,0.7071672364943098,0.7241264568248704,0.01695922033056063,0.6395061688919372,0.6716049341258955,0.03209876523395827,22,1.0,1620.0,700.0,14.0,27.0,8.0,11.0,0.0404999994214285,0.4863275587558746,oracle_only
22_y192_x320.png,0.5993678569793701,0.297730416059494,True,False,False,0.7319735715829544,0.7345390906226981,0.002565519039743669,0.6567010275427783,0.648969068819747,-0.007731958723031229,22,1.0,1940.0,769.0,11.0,28.0,9.0,10.0,0.0344603376533116,0.4122909009456634,neither
22_y192_x384.png,0.577846109867096,0.4442739486694336,False,False,False,0.8430953401124478,0.8309405217829761,-0.01215481832947174,0.7890104006694841,0.7564683895532984,-0.03254201111618571,22,1.0,3749.0,992.0,23.0,22.0,2.0,18.0,0.0310483867837864,0.158079519867897,neither
22_y192_x437.png,0.681067943572998,0.6422232389450073,True,True,True,0.8444650589912414,0.8364493325428919,-0.00801572644834947,0.7976051378574616,0.7774532687574378,-0.020151869100023756,22,0.855896,3422.0,832.0,23.0,21.0,2.0,17.0,0.0365985572524211,0.1208058819174766,both
22_y256_x0.png,0.9527600407600403,0.6153155565261841,True,True,True,0.5321739171115312,0.521446597801122,-0.010727319310409156,0.42977527486270684,0.4353932523118925,0.005617977449185685,22,0.873169,712.0,490.0,6.0,23.0,9.0,5.0,0.0403061216264056,0.9061570167541504,both
22_y256_x64.png,0.8356077671051025,0.5116906762123108,True,False,True,0.6877828067141801,0.6789137393014626,-0.008869067412717535,0.653635647743271,0.6645816992605027,0.010946051517231714,22,1.0,1279.0,751.0,14.0,31.0,9.0,13.0,0.0406790939989468,0.7493845820426941,oracle_only
22_y256_x128.png,0.8580194115638733,0.30710846185684204,True,False,True,0.65994021053834,0.656543746722546,-0.0033964638157939486,0.6609281387655079,0.6796407134757432,0.01871257471023524,22,1.0,1336.0,792.0,12.0,32.0,10.0,12.0,0.0374999995265151,0.7514498829841614,oracle_only
22_y256_x192.png,0.8000372052192688,0.2788650691509247,True,False,True,0.5944751403620158,0.5976890777432297,0.003213937381213894,0.5445344074439837,0.5759109253450312,0.03137651790104745,22,1.0,988.0,607.0,5.0,38.0,17.0,4.0,0.0500823714978192,0.8140879273414612,oracle_only
22_y256_x256.png,0.6302229166030884,0.28638172149658203,True,False,True,0.6672879791831874,0.6729900647109752,0.005702085527787837,0.63418954265554,0.6598759906122588,0.025686447956718816,22,1.0,1129.0,585.0,5.0,27.0,12.0,3.0,0.0385470078880853,0.6315577030181885,oracle_only
22_y256_x320.png,0.5305317044258118,0.23761671781539917,False,False,False,0.7668455582383854,0.7671232883647311,0.0002777301263456877,0.7542521949897232,0.7554252155107025,0.0011730205209793398,22,1.0,1705.0,682.0,5.0,21.0,8.0,5.0,0.0252932547610959,0.4042310714721679,neither
22_y256_x384.png,0.48218631744384766,0.33915531635284424,False,False,False,0.8444854640140202,0.8585905115022409,0.014105047488220612,0.7998251724946819,0.814685312311523,0.01486013981684109,22,1.0,3432.0,836.0,18.0,18.0,2.0,14.0,0.0291866025216913,0.1141009479761123,neither
22_y256_x437.png,0.5935457348823547,0.6158661842346191,True,True,False,0.8504594822882883,0.8643533125280536,0.013893830239765315,0.796058802639791,0.8142008107156683,0.01814200807587729,22,0.877991,3197.0,723.0,18.0,18.0,2.0,14.0,0.0337482706258883,0.0831708461046218,pred_only
22_y320_x64.png,0.5738767385482788,0.5402281880378723,False,False,False,0.7790476197490552,0.7738317764055085,-0.005215843343546744,0.7588126112627545,0.7680890490532526,0.009276437790498138,22,1.0,1617.0,697.0,13.0,14.0,1.0,12.0,0.0246771875943014,0.4576430320739746,neither
22_y320_x128.png,0.6539981365203857,0.34772056341171265,True,False,True,0.7773797344488748,0.7817998999954754,0.0044201655466006295,0.791970798790559,0.8107403503089659,0.01876955151840687,22,1.0,1918.0,820.0,17.0,18.0,3.0,12.0,0.0295121947620464,0.4596761167049408,oracle_only
22_y320_x192.png,0.5466936230659485,0.16115659475326538,False,False,False,0.7955942628186623,0.8020253169568979,0.006431054138235637,0.8034143776336555,0.8194516253520351,0.016037247718379555,22,1.0,1933.0,733.0,11.0,21.0,5.0,11.0,0.0284447472244918,0.3718615174293518,neither
22_y320_x256.png,0.5516217947006226,0.18338263034820557,False,False,False,0.7907902223115685,0.7807242663794575,-0.010065955932111015,0.7744988821018993,0.7622494389629764,-0.012249443138922955,22,1.0,1796.0,710.0,9.0,22.0,7.0,8.0,0.0292957742352707,0.4022247791290283,neither
22_y320_x320.png,0.4787483215332031,0.21248391270637512,False,False,False,0.8284625162463735,0.824914383936399,-0.0035481323099744166,0.8082644594699815,0.7962809884451199,-0.011983471024861636,22,1.0,2420.0,745.0,12.0,18.0,4.0,10.0,0.0268456372235484,0.2371521741151809,neither
22_y320_x384.png,0.36859384179115295,0.2787848114967346,False,False,False,0.8799762330956978,0.8912666282659534,0.01129039517025554,0.8470117219130348,0.8813268490668377,0.034315127153802916,22,0.999146,3497.0,687.0,11.0,17.0,4.0,9.0,0.0271470156164917,0.0157242380082607,neither
22_y384_x64.png,0.5000293254852295,0.5104782581329346,False,False,False,0.7916270225447922,0.8108108113985374,0.019183788853745165,0.7504509876701685,0.7847263933570271,0.03427540568685861,22,0.917847,1663.0,541.0,8.0,16.0,4.0,8.0,0.028280960660241,0.2720955312252044,neither
22_y384_x128.png,0.5021559000015259,0.46209612488746643,False,False,False,0.8281786945271077,0.8354914034483308,0.007312708921223154,0.8124736586073591,0.8293299585784661,0.016856299971107047,22,1.0,2373.0,757.0,15.0,20.0,3.0,14.0,0.0302509903533554,0.2627565264701843,neither
22_y384_x192.png,0.5025299191474915,0.29907292127609253,False,False,False,0.8583261434713958,0.8642942280533046,0.0059680845819087835,0.8505471927135868,0.8679890531190524,0.01744186040546558,22,1.0,2924.0,819.0,17.0,20.0,3.0,14.0,0.0304029300317102,0.1878882944583892,neither
22_y384_x256.png,0.5207538604736328,0.2385568618774414,False,False,False,0.8628454454745045,0.8592365373905307,-0.0036089080839737386,0.8213705721943144,0.8187723260189271,-0.0025982461753872865,22,1.0,3079.0,849.0,17.0,25.0,6.0,13.0,0.0342167251564578,0.1837308555841446,neither
22_y384_x320.png,0.5111030340194702,0.22686266899108887,False,False,False,0.8539445631593024,0.8516129034917331,-0.002331659667569319,0.8320637090302503,0.8227146785917081,-0.009349030438542183,22,1.0,2888.0,826.0,14.0,24.0,5.0,14.0,0.0301452780854082,0.1991400569677353,neither
22_y384_x384.png,0.46526962518692017,0.36421123147010803,False,False,False,0.8842924434071422,0.8805336570031662,-0.0037587864039759777,0.885561932380796,0.8933552055235635,0.007793273142767565,22,0.877319,2437.0,556.0,9.0,14.0,2.0,10.0,0.0251798556622328,0.0789592638611793,neither
22_y448_x192.png,0.5547835826873779,0.3891274929046631,False,False,False,0.8448275865890946,0.8475565284523304,0.002728941863235801,0.8241230138196876,0.8375780834330702,0.013455069613382609,22,0.900513,2081.0,617.0,13.0,17.0,2.0,13.0,0.0308752020927844,0.2203751355409622,neither
22_y448_x256.png,0.5562225580215454,0.3450263738632202,False,False,False,0.8611346319620352,0.8661780107514596,0.005043378789424402,0.8185110631045832,0.8321931556048564,0.01368209250027319,22,0.890625,2485.0,652.0,13.0,16.0,2.0,12.0,0.0286809811551996,0.1510429680347442,neither
22_y456_x192.png,0.5525642037391663,0.4066208004951477,False,False,False,0.8372223788663976,0.8459197791260864,0.008697400259688792,0.8154435880862893,0.8373493930046583,0.02190580491836902,22,0.838013,1826.0,567.0,10.0,14.0,3.0,8.0,0.0278659607078313,0.2435225695371627,neither
22_y456_x256.png,0.5519362688064575,0.37139958143234253,False,False,False,0.8397849466672448,0.8476469028246559,0.007861956157411143,0.8018480451650511,0.8182751498035157,0.01642710463846453,22,0.828125,1948.0,585.0,10.0,13.0,2.0,9.0,0.0250427346146541,0.2205103635787964,neither
36_y64_x64.png,0.5902696251869202,0.5256274938583374,True,False,False,0.8565143000329644,0.8612350320233976,0.0047207319904332135,0.7989056051121495,0.8362973058080377,0.037391700695888264,36,0.837891,2193.0,635.0,15.0,16.0,1.0,14.0,0.0313385821836443,0.207475334405899,neither
36_y64_x128.png,0.536357045173645,0.5241461396217346,False,False,False,0.861389818169101,0.8618063114584579,0.00041649328935688956,0.8099231278479275,0.8301886763445538,0.020265548496626318,36,0.991943,2862.0,831.0,17.0,20.0,3.0,14.0,0.0299638985563911,0.2073739916086197,neither
36_y64_x192.png,0.5173846483230591,0.5373941659927368,False,False,False,0.8441510820605957,0.8539366518480784,0.009785569787482684,0.7693850241664939,0.7884358262418588,0.019050802075364914,36,1.0,2992.0,842.0,18.0,21.0,3.0,15.0,0.0311757716012378,0.1913804858922958,neither
36_y64_x256.png,0.490077406167984,0.545311450958252,False,False,False,0.8435599781765986,0.8375504220066916,-0.006009556169906949,0.7683786479745597,0.7667002324044974,-0.0016784155700623193,36,1.0,2979.0,806.0,17.0,21.0,4.0,13.0,0.0323200988545893,0.1713142246007919,neither
36_y64_x320.png,0.49871620535850525,0.5345425605773926,False,False,False,0.8775222901962736,0.8702266378916071,-0.0072956523046664445,0.8196960817659378,0.8191116282317018,-0.0005844535342359736,36,0.969055,3422.0,768.0,17.0,14.0,2.0,10.0,0.0286458329603407,0.0747476741671562,neither
36_y128_x64.png,0.5165954232215881,0.5277813673019409,False,False,False,0.8264379419111051,0.837734037835492,0.011296095924386962,0.7506874392727431,0.7997250192496561,0.04903757997691305,36,0.998169,2182.0,738.0,15.0,19.0,4.0,11.0,0.0316395659669435,0.3009186089038849,neither
36_y128_x128.png,0.5565809607505798,0.5348032116889954,False,False,False,0.8473465825565701,0.8543005184366829,0.006953935880112727,0.7918367314618908,0.8412244863623489,0.0493877549004581,36,1.0,2450.0,825.0,14.0,21.0,5.0,11.0,0.0289090905586776,0.2943789660930633,neither
36_y128_x192.png,0.5807345509529114,0.5450920462608337,False,False,False,0.8213596401000223,0.8296296299801861,0.008269989880163808,0.7883902808217773,0.8299711781392705,0.04158089731749315,36,1.0,2429.0,849.0,15.0,22.0,3.0,16.0,0.0277974083887231,0.3166131973266601,neither
36_y128_x256.png,0.49514466524124146,0.549066960811615,False,False,False,0.822121896564059,0.8207734810590642,-0.00134841550499476,0.7845756105791658,0.8000861663072547,0.015510555728088904,36,1.0,2321.0,746.0,13.0,19.0,4.0,11.0,0.0286193025654249,0.2651778161525726,neither
36_y128_x320.png,0.41361919045448303,0.5636543035507202,False,False,False,0.8756433672992805,0.8806948543416997,0.0050514870424192004,0.8438399972997119,0.8598399972485119,0.01599999994879997,36,1.0,3125.0,728.0,17.0,16.0,1.0,14.0,0.0300824171691975,0.0935160592198371,neither
36_y128_x384.png,0.4373364746570587,0.5750085115432739,False,False,False,0.8985946543144191,0.8939820400831229,-0.004612614231296219,0.8744971818865723,0.8943416441556942,0.019844462269121843,36,0.971802,3729.0,705.0,13.0,13.0,3.0,7.0,0.0261702123947487,0.0,neither
